;content;design;functionalitate;livrare_ambalaj;calitate_pret;satisfactie_generala
1508;nu sunt 20.000 mah, ci daca sunt vreo 7.000 mah este bine. deoarece eu am o baterie la telefon de 2.200 mah si imi incarca de 3 ori de la 0% la 100% si mai ramane foarte putin, mai incarca cam 30/40% si timpul de uncarcare este de 10h;0.0;1;0;0.0;1
1509;ceea m-ai mare teapa, nu a tinut decat 3 luni si a murit. nu recomand acest produs.  sa vedem garantia cum reactioneaza,;0.0;1;0;0.0;1
1510;cu toate ca sim. ul are semnal iar setracker a fost setat corect device. ul spare offline. sunt sute de sesizari pe net in acest sens, fara vreo solutie. pacat ca nu am verificat inainte... voi returna daca nu gasesc o solutie.;0.0;1;0;0.0;1
1511;"dupa 1 an si 10 luni a ""murit "" mai ceva ca superman... nimeni si nimic nu l-a mai recunoscut si ca urmare nici vorba sa poti recupera ceva de pe el";0.0;1;0;0.0;0
1512;a functionat 2 saptamani, sa stricat si cablu si incarcatorul. nu recomand deloc.;0.0;1;0;0.0;1
1513;pus pe un sony hx 300 -viteza mica,;0.0;1;0;0.0;0
1514;pro: design placut, conectare prin bluetooth cu telefon - atentionare apel, sms, email, whatsapp etc  contra: nu inregistreaza somnul de 1-2 ore, inregistrare puls cu variatie f mare, inregistrare nr. pasi si distante cu precizie mica;1.0;1;0;0.0;0
1515;nu este un smartwatch ci doar are tehnologie smart. o mare pacaleala.;0.0;0;0;0.0;1
1516;mi se pare greu de crezut si lipsit de bun simt faptul ca cineva are indrazneala sa vanda un astfel de produs la un astfel de pret. sunt foarte dezamagit (l-am primit cadou) si il gasesc complet inutil deoarece:  - meniul si interfata nu par a fi adaptate pentru ecranul rotund. uneori textul nu se vede complet, este plasat dincolo de limita rotunda a cercului si pur si simplu nu ai cum sa il vezi (nu ma refer la situatiile in care putem da scroll pentru a pozitiona textul central pe ecran). de fapt, aceasta situatie este ilustrata si pe fotografia de prezentare de pe emag.  - apar, in mod inexplical, caractere chinezesti atat in interfata ceasului, cat si in aplicatia aferenta de pe telefon.  - asa cum atragea atentia si un alt comentariu, nici eu nu am reusit sa il folosesc ca si smartwatch conectat la telefon, desi imi recunoaste conexiunea cu telefonul si imi apare ca fiind ?linked?.  - bateria tine foarte putin si se consuma foarte repede chiar si cand ceasul nu este nici folosit si nici conectat (in decurs de 5 ore, stand inchis pe noptiera, a pierdut 30 de procente.)  - desi i-am potrivit ora cum trebuie, la cateva ore diferenta, fara sa il folosesc si fara sa fie conectat, ceasul era decalat cu vreo 6 ore si cateva minute, bateria la 9%.  - este mare si greu.  - modelele de ceas disponibile pentru cadran sunt foarte limitate si lipsite de rafinament. si nu sunt peste 25 asa cum mentioneaza descrierea, ci 19.    inteleg ca punctul lui ?forte? este faptul ca suporta retea wi-fi si sim, inlocuind practic in totalitate telefonul. dar cat de util pot fi aceste functii pe un ceas, cand abia putem tasta si naviga pe el? eu nu i-am pus sim. desi l-am conectat la telefon prin intermediul aplicatiei native, nu imi trimite nicio notificare si este practic la fel de inutil ca si atunci cand ar fi deconectat. imi pare rau, il voi returna.;0.0;1;0;1.0;1
1517;nu-l recomand, se incarca greu, se descarca foarte repede;0.0;1;0;0.0;1
1518;s-a stricat in doua luni.;0.0;1;0;0.0;0
1519;"bateria tine 3-4, maxim 5 ore.  la pornire/oprire auzeai de obicei power on/off, dupa prima incarcare se aude ceva in chineza.  nu se mai poate conecta prin bluetooth, dupa numai o zi de folosire(4-5 ore de utilizare).  cand bateria scade sub un anumit nivel auzi in casti in timp ce muzica se reda ""low battery "", din 5 in 5 minute, ceea ce este foarte enervant.  castile nu sunt foarte confortabile si sunt mari, mie iesind-mi din urechi destul de mult si daca incerc sa-mi pun o gluga pe cap o sa-mi cada si castile aproape sigur.";1.0;1;0;0.0;0
1520;nu recomand! calitate proasta!;0.0;0;0;0.0;1
1521;foarte slab, nu recomand nimanui. intradevar e foarte ieftin dar in afara de ora nu merge nimic pe el.;0.0;1;0;0.0;1
1522;calitate slaba, conectarea intre brat si suport simpla dar la orice rotire suportul cade de pe brat. nici vorba sa stea pe alte suprafete iar pe parbriz aproape de loc, se desprinde sub greutatea tabletei. ventuza mare dar foarte slaba.  modalitatea de retur greoaie, am complectat formularul dar trebuie sa trimit eu coletul inapoi. nici vorba de curier care sa ridice coletul.;1.0;1;1;0.0;1
1523;acord aceasta nota pentru anunt emag a acestei oferte de intr-adevar 36 ron plus transport nici 60 ron, castile se comporta binisor pentru pret si e normal cand esti intr-o convorbire telefonica sa poti auzi deci in concluzie nimic rau in a purta convorbire cu o casca si. muzica e relativ buna asemenea precizez pret calitate buna daca nu va place cumparati air pods sau gear pods samsung........ ce ma nemultumit ca la pretu asta nu ma astept la miracole dar ce ma nemultumit e ca in anunt scrie casti + cadou joc de societate jenga care nu mia venit nici in ziua de azi de o saptamana si nici nu mia fost livrat cu castile. inteleg ca e naspa sa piarda 86 ron pe casti de nici 40 ron..... totusi daca pui asa anunt modifical si sterge bonus joc societate jenga, eu imi doresc lamurire din partea emag sau cine e responsabil.;0.0;1;1;1.0;1
1524;produsul este vandut ca si original apple, iar in realitate este vorba de o chinezarie de proasta calitata (atat ca si materiale, cat si ca si sunet). mai mult, vanzatorul cunoaste problema, dar spune ca emag face descrierea produselor. din moment ce se stie de problema si nu se face nimic mi se pare nu doar reclama falsa ci chiar rea intentie. cel mai probabil nu o sa mai comand niciodata produse vandute de acest vanzator.;1.0;1;0;0.0;1
1525;acest produs este made in china! dupa o luna de folosire s-a defectat.;0.0;1;0;0.0;1
1526;"contra:   in nici un caz nu este pentru samsung galaxy tab a 7"" t280. acopera camera din fata.   sticla este cam groasa.    pro:  se aplica usor, se poate retusa in cazul lipirii gresite.";1.0;1;0;0.0;0
1527;dupa doar 2 zile de la achizitionare semnalul wi-fi cade la fiecare 60 de secunde, apoi se reconecteaza automat. mai am 2 device-uri in casa dar nu intampin aceasta problema. nu recomand acest produs. eu o sa il returnez.;0.0;1;0;0.0;1
1528;cel mai prost ceas vorbind de caracteristici.;0.0;0;0;0.0;1
1529;nu recomand. dupa o luna nu a mai functionat.;0.0;1;0;0.0;1
1530;livrare in 2 zile, ok! produsul este ca in descriere numai ca nu functioneaza! celelalte telefoane se incarca de la acelasi emitator acesta nu!;0.0;1;1;0.0;1
1531;este fals! nu este rezistent la apa, iar bateria nu are 400ma(e mai mica);0.0;1;0;0.0;1
1532;arata premium, aplicatia de pe telefon e praf, bratara nu are un ecran oled, are un simplu ecran tft, incarcatorul e aiurea total(astupa ecranul si nu se vede cand se incarca bateria)  meniul acestei bratari arata ca este ieftina.;1.0;1;0;1.0;0
1533;nu acopera ecranul in totalitate. va intra mizerie si imediat se va desprinde. nu o luati pt meizu m3 note.;1.0;0;0;0.0;1
1534;nu functioneaza corespunzator cu dispozitivele sony... incarca foarte greu prin conexiunea de la adaptoarele cu mai mica putere de 1000ma... nici gand fast charge... nu recomand!;0.0;1;0;0.0;1
1535;din pacate cablul nu functioneaza, inchide si deschide telefonul si nici nu incarca;0.0;1;0;0.0;0
1536;acesta este primul review negativ pe care il dau la un produs din emag marketplace. in primul rand a5 2017 are ecranul curbat. aceasta folie nu se lipeste pe margini. aceasta folie nu acopera tot ecranul - raman 0.5 mm in stanga si dreapta ecranului. aceasta folie nu se lipeste cum trebuie (eu pun folii de 3 ani si probleme ca la folia asta nu am avut niciodata). aceasta folie vine noname - nu scrie cine a facut-o nimic - pe ambalaj scrie doar ca e pe a5 2017 si ca e de sticla. ca si concluzie - am aruncat banii degeaba.;0.0;1;0;0.0;1
1537;foarte proasta calitate (nu sunt originale);0.0;0;0;0.0;1
1538;dupa 6 luni de garantie se umfla ca un balon.;0.0;1;0;0.0;0
1539;nu sunt incantata de produs, face un zgomot foarte puternic in permanenta, iar globul cade la prima suflare.;0.0;1;0;0.0;1
1540;castile sunt foarte bune si comfortabile, dar se strica repede. la prima pereche de casti s-a stricat casca stanga dupa o luna sau doua, le-am returnat ca sa le repare cei de la hippo si mi-au trimis alta pereche (dupa mai mult de o luna de asteptat). dupa 2-3 saptamani nu mai pornesc de loc castile noi. poate am eu ghinion...;1.0;1;0;0.0;1
1541;nu merge delok;0.0;1;0;0.0;0
1542;foarte prost. am crezut ca dl matei andrei de la comentariul precedent nu a stiut sa-si monteze si placuta de tabla aferenta... imi pare rau ca nu l-am crezut pe dl matei andrei. nu l-am mai returnat... mai mare deranjul... l-am trecut la pierderi colaterale.;0.0;0;0;1.0;1
1543;un asa-zis smartwatch foarte slab. nu stiu de ce nu se specifica exact toate facilitatile si lipsurile ceasului. o sa enunt lipsurile acestui ceas, care zic eu ca nu-s de neglijat:  - nu se conecteaza la telefon decat prin aplicatia aia mizerabila care iti consuma mai repede acumulatorul (altfel nu se detecteaza si nu se pot imperechea)  - conexiune bluetooth slaba, pe distanta foarte mica (daca las telefonul in hol si merg in sufragerie - distanta nu mai mult de 3 m, pierde legatura cu telefonul si nu se mai reconecteaza cand ma apropii de el, necesitand repornirea aplicatiei)  - notificarile de sms si whatsapp nu merg, decat cea de apeluri, care oricum e nefolositoare prin cele cateva beep-uri foarte slabe, care nu le auzi (ceasul neavand vibratii)  - la fel e si functia anti-lost, cateva beep-uri foarte slabe  celelalte functii nu am reusit sa le probez, am vazut ca a numarat niste pasi cand am mes pe jos si a masurat o distanta.  drept pentru care am hotarat sa-l returnez.;0.0;1;0;0.0;1
1544;slab. fm-ul imposibil de folosit. la conexiunea bluetooth se aude un vajait la volum mic si mediu. cat despre stick si card nu am incercat inca. in concluzie o mizerie. nu isi merita banii;0.0;1;0;1.0;1
1545;5 minute am tinut-o, pur si simplu e prea mare difuzorul pentru a sta in ureche. trebuie sa ai urechi de trol sa iti incapa.;1.0;0;0;0.0;0
1546;cand apelam pe cineva nu ne auzeam reciproc, la unele apeluri auzeam eu, la altele auzea doar cealalta persoana...  cand le-am dat retur am platit eu curierul plus 10 lei din valoarea produsului...;0.0;1;0;0.0;1
1547;produsele din ce in ce mai proaste. ultimele 3 carduri au murit. nu a mai putut fi recuperat nimic de pe ele.;0.0;1;0;0.0;1
1548;mi-a ars un incarcator de samsung de 2 amperi si nu se incarca mai mult de 80%!;0.0;1;0;0.0;0
1549;nu il recomand de nici o forma.   motive:  nu o sa primesti culoarea care scrie in specificatii  se aude incet. eu am un jbl go si am comparat iar diferentele sunt uriase, boxa asta se aude ca jbl go la jumatatea volumului   nu corespunde specificatiilor   nu are 10 w cel putini se aude de 10 w  o primesti intr-o cutie cu specificatii, un cablu jack la ambele capete si un fir usb de incarcare (amandoua sunt scurte)   e posibil ca atunci cand o primesti sa fie zgariata pe margini (la mine este )   nu are deloc bass   daca vrei o boxa cat de cat puternica si intr-o stare buna nu iti recomand aceasta boxa deloc  in pozele de mai jos sunt reprezentate zgarieturile si si cu ce vine pachetul;0.0;1;1;0.0;1
1550;am comandat o folie pt. moto g5 si am primit una pt. moto g5 plus. nu am mai returnat-o, ca e mai mare daraua decat ocaua. o pastrez ca amintire..  cu alte cuvinte, cei de la mobilesmart sunt adevarati profesionisti pe invers.  hai bafta.;0.0;0;1;0.0;1
1551;calitate sub mediocra, am incercat un htc one mini si se vad difuzoarele in prim plan. am incercat cu un htc u11 dar suportul de foarte proasta calitate a cedat inainte sa-l pot extinde pana la dimensiunea telefonului. in concluzie sunt inutili. va voi tine la curent cu seriozitatea importatorului privind conditiile de garantie.;1.0;1;0;0.0;1
1552;mentionez ca am avut in trecut placerea sa folosesc castile cu bluetooth de la plantronics, care nu se compara cu acestea. de la calitatea materialelor, la sunet, la modul de utilizare, toate sunt net superioare.  pro:: nu exista nici un argument pro pentru a va achizitiona aceste casti.  contra:: sunt incomod de purtat  au cablul foarte scurt  calitatea sunetului este groaznica. se aud zgomote puternice in fundal.  microfonul nu functioneaza bine decat daca vorbesti foarte tare.  pretul nu este justificat pentru calitatea castilor.  le-am returnat a doua zi.;1.0;1;0;1.0;1
1553;dupa opt ore de incarcare, mi se aprinde un singur led, ce-mi indica faptul ca este incarcata 25%.... nu-i normal.;0.0;1;0;0.0;0
1554;sub ori ce critica. este peste limita imaginatiei! nu se poate vorbii la casca pentru ca interlocutorul aude tot din jurul tau mai putin vocea ta, ba mai mult isi aude vocea lui dublata! este foarte greoi de utilizat avand doar un buton tactil! am zgariat casca destul de tare inainte sa o fac retur. regret decizia cumpararii aceste bratari!;0.0;1;0;0.0;1
1555;am achizitinat-o defecta. ea se incarca, dar nu incarca alte deviceuri. ii voi da retur.;0.0;1;0;0.0;1
1556;se aude bine la ea dar din pacate dupa 6 zile s-a stricat si am returnato;0.0;1;0;0.0;1
1557;incep prin a mentiona ca boxa nu pare a fi originala blaupunkt pt ca la pornire se aude melodia standard de pe telefoanele samsung. asta a fost partea minora, cu care as fi putut trai. problema vine cand boxa nu functioneaza decat daca e in priza. am lasat-o la incarcat o noapte intreaga si a doua zi a functionat pana am incercat sa dau volumul la maxim, atunci s-a inchis brusc. nu recomand nici daca v-ar oferi-o cineva gratis.;0.0;1;0;0.0;1
1558;nu exista manual de instructiuni. informatiile in limba engleza sunt sumare si nerelevante.  fara cartela sim, ceasul nu poate fi utilizat.  inca nu pot folosi produsul deoarece nu stiu cum pot pune cartele sim si cum realizez conectarea intre telefon si ceas.  sunt foarte nemultumit - bani si timp pierdut.;1.0;1;0;1.0;1
1559;am primit bratara, cadou la achizitia unui telefon. nu a functionat la nicio incarcare, telefonu nu o recunoaste, este facuta din materiale slabe caitativ.;1.0;1;0;0.0;0
1560;nu se conecteaza cu telefonul, radioul nu are sunt clar;0.0;1;0;0.0;0
1561;aceasta casca are doua mari probleme:  1. nu se conecteaza la telefon. am reusit doar la un s8+, in rest, nu a mers la nici un alt telefon.  2. nu se fixeaza bine pe ureche. dupa cativa pasi cade jos...;1.0;1;0;0.0;0
1562;performanta acestui card este sub cea a unui sandisk de clasa 2. kingstone 16gb clasa 4:----------------------------------------------------------------------- crystaldiskmark 3.0.1 (c) 2007-2010 hiyohiyo crystal dew world crystalmark.info/ ----------------------------------------------------------------------- * mb/s = 1, 000, 000 byte/s [sata/300 = 300, 000, 000 byte/s] sequential read:12.490 mb/s sequential write:4.449 mb/s random read 512kb:12.019 mb/s random write 512kb:0.665 mb/s random read 4kb (qd=1):2.045 mb/s [ 499.3 iops] random write 4kb (qd=1):0.006 mb/s [ 1.4 iops] random read 4kb (qd=32):2.093 mb/s [ 510.9 iops] random write 4kb (qd=32):0.006 mb/s [ 1.4 iops] sandisk 4g clasa 2:----------------------------------------------------------------------- crystaldiskmark 3.0.1 (c) 2007-2010 hiyohiyo crystal dew world crystalmark.info/javascript:document.getelementbyid('addreview'). submit() ----------------------------------------------------------------------- * mb/s = 1, 000, 000 byte/s [sata/300 = 300, 000, 000 byte/s] sequential read:12.633 mb/s sequential write:7.007 mb/s random read 512kb:12.426 mb/s random write 512kb:0.975 mb/s random read 4kb (qd=1):4.221 mb/s [ 1030.6 iops] random write 4kb (qd=1):0.009 mb/s [ 2.1 iops] random read 4kb (qd=32):4.425 mb/s [ 1080.3 iops] random write 4kb (qd=32):0.009 mb/s [ 2.1 iops]   pro:: ieftin  contra:: viteza random write scazuta;0.0;1;0;1.0;0
1563;echipei emag eu dau 5 nota maxima respectosi si amabili  cat despre produs lasa de dorit o fi stocul asta de vina incarca ea dar sa incare vreun telefon nu absolut deloc a stat cu un telefon toata noaptea si nimic imi pare rau dar cred ca acest stoc pe culoare black au probleme am asa ceva de aproape un an pe culoare roz a prietenei mele si functioneaza perfect;0.0;1;0;0.0;0
1564;"am cumparat aceasta folie pentru tableta samsung 595, 10,5"" si nu are nici o legatura cu aceasta tableta. serviciul control calitate de la emag ori nu exista ori nu-si face treaba. pacat emag ca te incurci cu tot felul de firme de apartament.";0.0;1;0;0.0;1
1565;s-a rupt in primele 30 minute de utilizare, fara sa fi fost fortat in vreun fel.   cauciucul de pe maner era prost aliniat cu butonul, deci nu putea fi apasat. a trebuit sa il ajustez manual.    la pretul asta nu se poate asteta nimeni la calitate, dar e sub asteptarile mele deja scazute.;0.0;1;0;1.0;0
1566;pe el scrie ca e de 128gb l-am bagat in laptop sau in telefon si imi ara 119gb nu sunt multumit de calitatea cardului imi pare rau.;0.0;1;0;0.0;1
1567;l-am cumparat pentru o camera auto, a functionat pana de curand, este de 32 de gb, azi am scos cardul pentru a vizualiza un clip de pe camera si am avut surpriza sa imi zica ca e deteriorat... va dati seama daca aveam un accident si voiam sa arat politistului filmarea? ce ii aratam? cardul defect? nu recomand acest card sub nicio forma. ce e ieftin nu e intotdeauna bun. in tara asta se fac lucrurile prost... foarte prost.;0.0;1;0;0.0;1
1568;din pacate sunt foarte dezamagita.  - 1: nu ?m primit nicio informatie referitor la produs in limba romana, inteleg aici instructiuni s? garantie.   - 2: certificatul de conformitate si de garantie nu ?ra atasat produsului in nicio limba  - 3: castile de vreau sa folosesc in mod stereo nu sunt satisfacatori ca s? calitate din pricina castii drepte care nu reda sunetul incontinuu(are intreruperi in timpul redarii)  - 4: cand am facut comanda ?m mai cerut s? o boxa pe care nu ?m primit inca, asta insemnand ca o sa am supracheltuieli cu curierul, daca mai primesc comanda respectiva.  cu respect, tiboldi b?la.  p. s. sa nu mai vorbim de jocul cadou pe care nu l-?m primit deasemenea.;1.0;1;1;0.0;1
1569;este oribil nu recomand asa ceva;0.0;0;0;0.0;1
1570;dupa ce transpiri castile nu mai stau deloc in urechi. mai mult, dupa 6 luni de utilizare s-au ars din senin si nu mai merg. (evident ca aruncasem cutia si nu mai am garantie);1.0;1;0;0.0;0
1571;partenrul e-mag specifica o autonomie de 72 h. in realitate aceasta cu greu ajunge la 5 h, practice ceasul devenind de nefolosit. cand am sunat sa cer explicatii la partener mi s-a oferit explicatia halucinanta ca tine 72 h inchis si pus pe masa!! are multe functii dar fiecare are cate in minus la functionalitate. este o copie a apple nereusita! nu recomand!;0.0;1;0;0.0;1
1572;bateria asta dureaza doar cateva ore. daca stiam ramaneam la cea veche.;0.0;1;0;0.0;1
1573;bun de nimic... il am primit gratis la o comanda, daca stiam renuntam;0.0;0;0;0.0;1
1574;se descarca la fel de repede ca bateria veche pe care am inlocuit-o;0.0;1;0;0.0;0
1575;acumulatorul nu este bun de nimic. l-am inlocuit de aprox. 1 saptamana. de atunci telefonul mi se restarteaza de 4-5 ori pe zi. pe la jumatatea zilei bateria ajunge la 60% si se inchide telefonul de tot, pe ecran aparand indicatorul de incarcare;0.0;1;0;0.0;1
1576;am testat autonomia 13:40 ore  volumul la 50% ledurile aprinse si nici nu am folosit incarcarea pentru telefon  sony nu mai este ce a fost;0.0;0;0;0.0;1
1577;cel mai prost produs. a functionat doar 2 zile. dupa aceea nu a mai scanat reteaua.;0.0;1;0;0.0;1
1578;a tinut cateva zile si dupa aceea s-a stricat.  mai bine alegeti altceva.;0.0;1;0;0.0;1
1579;slab calitativ, nu se compara cu cablul original (nexus 5x) s-a stricat in 4 luni.;0.0;1;0;0.0;1
1580;se poate observa clar ca s-a umblat la produs deoarece in momentul primirii desfacerii coletului aceasta era rupta intr-un colt, dupa care am sesizat ca lipseste o camera, sunand la compania care vinde acest produs am fost informat de faptul ca doua camere sunt montate una in cealalta, ulterior incercand sa le separ nu am reusit, folosind chiar si un patent...  detin un samsung galaxy s6 edge iar niciuna din camere nu se potriveste.  nu recomand aceasta firma!;0.0;0;1;0.0;1
1581;nu recomand asa ceva sub nicio forma.;0.0;0;0;0.0;1
1582;din pacate sistemul de prindere in grila de ventilatie e f. slab. capul se roteste nu pote fi strans. cand iei telefonul vine cu tot cu suport.   am si un hamma, cu pensa fixa, acela e ok, inclusiv magnetul e mai puternic.;1.0;1;0;0.0;0
1583;are android 4.4.4... si merge foarte slab... jocurile 20 fps... nu mai scriu nimic.;0.0;1;0;0.0;1
1584;se potriveste perfect intr-un samsung s5. am folosit-o in ultimele 3 luni... dar recent am si inlocuit-o cu originala care tine mai mult chiar daca are in jur de 3 ani. nu o recomand.;0.0;1;0;0.0;1
1585;foarte prost produsul;0.0;0;0;0.0;1
1586;podusul nu functioneaza cu iphone;0.0;0;0;0.0;1
1587;un gunoi care nici 1 leu nu face. l-am achizitionat acum 3 saptamani si l-am primit cu display dezlipit iar bateria nu tine nici 1 ora. acum tin aruncati 100 de lei de pomana. nu va mai pacaliti cu ieftinaciuni.;0.0;1;1;1.0;1
1588;este mica, nu acopera tot display-ul.;1.0;0;0;0.0;0
1589;o porcarie.. am luat si de 42 si de 44.... pentru 2 ceasuri 42 respectiv 44.  1. foliile au lipici doar pe margini iar sticla din mijloc sta in aer.. normal ca intra apa/mizerie sub sticla.  2. daca o agati un pic cu haina sare de pe ceas:)  3. cea de 42 nu acopera si marginea neagra 100%. (cea de 44 e ok ca acoperire)  4. touch-ul din cand in cand nu functioneaza (mi se pare normal, sticla nefiind lipita de ceas)    nu recomand!;1.0;1;0;0.0;1
1590;o sa distrugeti sensibilitatea telefonului + ca nu se prinde bine pe margine;0.0;1;0;0.0;0
1591;emag, va rog mai multa atentie la cum expuneti produsele altor vanzatori!   titlul produsului m-a indus in eroare. acest cablu nu merge cu iphone 7 plus!!!   am cumparat 2 buc. si acum trebuie sa le returnez. o bataie de cap suplimentara.:-(;0.0;0;0;0.0;1
1592;este o bratara foarte frumoasa si atat! aici se termina toate calitatile acestei bratari. ecranul raspunde foarte lent, masuratorile nu au acuratete, nu este rezistenta la apa. toate aceste defecte le pot sesiza usor dupa 2 ani de utilizare a unei bratari garmin, dar cred ca si o bratara de 59 de lei este mai precisa. sper sa o pot returna cat mai repede. emag ar trebui sa vanda produse cu instructiuni in limba roamana.;1.0;1;0;0.0;0
1593;nu este bun nu are fast incarca telefonul in 4 ore. incercat pe huawei honor 8;0.0;1;0;0.0;1
1594;"foarte slaba bateria! abia am reusit sa incarc un s9+ o singura data, prin cablu, in 2 ore jumate. functia de incarcare wireless este de asemenea la pamant. cu bateria full, am incarcat o singura data s9+ de la 30% la 100% iar la a doua conectare de la 50% a mai incarcat 5 procente si ""a murit"". nici vorba de o capacitate de 8000 mah. nu recomand.";0.0;1;0;0.0;1
1595;castile se desincronizeaza din cand in cand, adica una este mai in fata in muzica decat celalalt, trebuie oprit si repornit.  se deconecteaza singur, si se reconecteaza.  bateria se descarca repede. incepe sa piuie in ureche, ca se descarca.  am cumparat sa folosesc in timp ce conduc masina. dar este prea frustrant.  bateria nu tine mai mult de 30-40 minute. nu merita cumparat.  am cumparat la reducere, nu am chef sa chinuiesc sa trimit inapoi, am aruncat la gunoi, nici nu vreau sa-l vad ca am aruncat banii pe fereastra cumparand acest produs. rusine.;0.0;1;0;1.0;1
1596;am cumparat castile ( casti cu microfon samsung hs 130 roz) sunt foarta dragute doar ca sunt atat de proaste ca mi s-au rupt in telefon. acum trebuie sa ma duc cu un samsung s5 nou la garantie la e-mag.. degeaba..;1.0;1;0;0.0;1
1597;pentru un s7, se putea trimite un alt incarcator extern! telefonul a avut un pret mare, deasemenea si acest acumulator trebuia sa fie bun!;0.0;1;0;1.0;0
1598;intrarea de iphone e de cea mai slaba calitate! trebuie sa fortezi ca sa intre la fel si intrarea usb  cablu de 10lei;0.0;1;0;1.0;1
1599;poza este cu alt model, este de viper s, iar calitatea produsului este foarte slaba.  produs returnat.;0.0;0;0;0.0;1
1600;defect de la primire. cartela nu are semnal de loc in interior iar afara are o liniuta. am zis sa-l folosesc prin bluethoot din telefon si spre surprinderea mea nu ii merge microfonul interlocutorul nu ma aude. am sunat la service 2 zile la rand si am ascultat muzica aia care te scoate din toti nervii cate o ora in fiecare zi in speranta ca dau de cei de la service su nu am dat binenteles. pentru mine nu face nici macar o stea.;0.0;1;0;0.0;1
1601;l-am luat la oferta si oferta a ramas din pacate. l-am returnat dupa 2 zile.  pro  -aspect (gold rose) foarte placut.  con  -se zgarie rapid  -nu a reusit sa incarce un s6 pana la 100% nici dupa ce l-am incarcat full.  -nu scrie care din cele 2 usb-uri este de 2.1.  -usb-urile spui ca se desmembreaza cand bagi/scoti cablul de alimentare/incarcare.  -pe cutie scrie lanterna... si nu are.;1.0;1;0;0.0;0
1602;nu recomand, e ok dar cam face figuri, de cateva ori nu am mai avut ce s aii fac si a trebuit sa il formatez si apoi sa folosesc un soft de recuperare sa pot recupera pozele facite;0.0;1;0;0.0;1
1603;nu stiu cum s-au gandit producatorii foliei, probabil produc pentru atatea modele de telefoane incat nu le mai si testeaza sa vada daca se potrivesc. problema este ca deoarece ecranul telefonului nokia lumia 735 (sau 730) este usor curbat spre margini, folia de sticla nefiind felxibila nu se muleaza/lipeste in laterale oricat ai incerca, asa ca iti raman 2-3 milimetri din folie fara contact cu ecranul telefonului.    nu recomand o folie de sticla pentru acest model de telefon, cu toate ca se gasesc diverse branduri. cine stie, poate alte folii sunt din start curbate pentru a se potrivi acestui model, insa sigur nu e folia asta din acea categorie.;1.0;0;0;0.0;0
1604;chinezeaca. daca vrei calitate buna, cumpara una facuta de producator.;0.0;0;0;0.0;1
1605;calitate foarte slaba, frustrant de folosit desi posibil cu multa grija si atentie sau chestii de stabilizat suplimentar.;0.0;1;0;0.0;1
1606;l-am folosit lipit pe suportul cu care vine si fara un motiv anume se desprinde singur si cade cu tot cu telefon.  daca il las atasat cand cobor din masina la intoarcere il gasesc pe jos.;0.0;1;0;0.0;0
1607;o porcarie, trebuie sa ridic telefonul si sa-l pun inapoi de minim 4 ori pana se incarca de tot. incepe sa palpaie repede verde si opreste incarcarea de la sine, fara niciun motiv. alte incarcatoare diferite din casa functioneaza perfect.;0.0;1;0;0.0;1
1608;nu se mai incarca si nu porneste!!!;0.0;1;0;0.0;0
1609;doua zile a fost ok, dar dupa aceste doua zile se descaraca in 3 ore bateria si mai nou la 20 % mi se inchide telefonul.;0.0;1;0;0.0;1
1610;este un produs foarte slab. il voi returna. radioul nu merge deloc. nici cu fir, nici fara fir. face doar un fasait puternic. ca boxa merge. are sunet ok pentru o boxa mono. are si bass.  a venit intr-un pachet gaurit la un capat, cu cutia chinuita, capacul era deschis si boxa juca in interiorul pachetului. nu era protejata de nimic, doar o cutie mototolita si plicul de plastic al curierului. iar curierul scutura pachetul ca sa-mi arate cum misca produsul cumparat de mine in plic. exact asa cum a fosr impachetat il voi returna. chiar in plicul curierului care l-a adus.  numai vazand pachetul si mi-a disparut cheful de boxa.   boxa ca aspect arata binisor. dar atat. in rest nu e buna de nimic;1.0;1;1;0.0;1
1611;pe scurt, o mizerie. in loc sa imi incarce telefonul, telefonul incarca bateria.;0.0;1;0;0.0;1
1612;pozitive - nimic inafara de microfon.    negative - nu s-a conectat la nici un telefon ce poarta numele samsung, unul mai vechi cu butoane, un gio si s5.   singurul telefon e un nokia asha, nu mai stiu ce model dar am mai incercat si cu un lumia 532, nu a mai vrut.     cat l-am folosit la nokia asha, calitatea audio a fost extrem de neplacuta, zici ca celalalt era in china intr-un bunker dar de auzit ma auzea bine.    nu va recomand asa ceva nici in 100 de ani, mai bine stati cu telefonul la ureche.   am comandat ieri alta casca platronics explorer 50, care este infinit superioara la orice capitol fata de mizeira asta.   parerile despre acea casca o gasiti la locul potrivit sub acel model.;0.0;1;0;0.0;1
1613;de 2 lei, nu sta lipit de parbriz m. ai mult de 5 minute fara telefon. nu recomand!!!;0.0;1;0;0.0;1
1614;nu recomand deloc! o folosesc in timp c alerg pe banda. in 90% din timp arata un puls in jur de 100 in timp c eu am 150-180 bpm. daca iti misti mana isi pierde acuratetea cu totul. cum as putea sa-mi fac sprinturile daca o mana trebuie sa o tin dreapta si nemiscata?! e absolut nefolositoare si iti provoaca doar nervi.;0.0;1;0;0.0;1
