;content;design
3529;stau foarte greu in ureche;1
3530;l-am folosit de cateva ori, chiar l-am atasat de parbriz intr-o zona protejata (zona superioara) sa nu se incinga... nu se mai lipeste de parbriz, o sa incerc sa spal ventuza si revin cu un review dar asa, la prima parere, m-a cam dezamagit...;0
3531;bateria tine cam 2,3 ore de vorbit nimeni nu sa plans ca nu ma aude bine dar plasticul din ureche este horor o port agatata de ureche si se aude cam slabut se deconecteaza cam des 3,4 ori pe zi. nu prea merita bani;1
3532;nu se potriveste cu cablu bratara de la a+ pentru iphone;0
3533;slab calitativ. reincarcarea dureaza minim 12-14h (fie cu incarcator 2a sau 1a). se descarca destul de repede cand nu este folosit (10-12 zile). deja la 1/4 ramas nu mai incarca telefonul. am returnat deja 1 produs fiindca ajunsese sa se incarce in 24h. nu recomand! mergeti pe anker mai bine!;0
3534;cablul s-a rupt in timp ce incarca o tableta, dupa circa 2 saptamani de utilizare. posibil sa fie din cauza copiilor, dar oricum neplacut ca s-a rupt doar o bucata care a ramas in portul tabletei - din fericire am reusit sa o scot fara alte urmari.;1
3535;un produs foarte slab. baterie la google pixel 2xl de 3520 incarcata de la 5% la 100 si mi-a ramas 10% in bateria externa.;0
3536;sunt destul de mari si pentru urechile unui barbat, iar calitatea lor lasa mult de dorit...;1
3537;nu se potriveste! completati corect anuntul!!!!!!;0
3538;la prima folosire a intrat un contact lateral in interior.;0
3539;daca vreti baterie si medii in sound sa ascultati in rest bass si inalte nu are!;0
3540;nu este bun deloc!!  se incarca greu... si nu incarca telefonul.;0
3541;intra fortat intr-un s6 in comparatie cu originalul.;0
3542;dezamagitor. a fost reparat pe garantie deja de 2 ori in 6 luni. ca si fiabilitate este mult sub asteptari.;0
3543;e mai bun decat nimic, dar nu cu mult.;0
3544;"il folosesc la un canon eos 600d si cand inregistrez imi da eroarea ""movie recording has been stopped automatically"" semn ca puterea de scriere nu este ok.";0
3545;am avut 2 astfel de baterii, in maxim 2 luni s-au defectat, una a fost inlocuita iar la cealalta am primiy banii inapoi. mai bine cumparam ceva mai scump si mai durabil.;2
3546;sunet puternic dar de slaba calitate. nu prea prinde posturi radio, bateria tinea la inceput aprox. 2 ore, acum maxim 15 minute.;0
3547;s-a spart la prima cazatura;1
3548;"husa e construita dintr-un plastic tare, nu foarte placut la atingere. stylus pen e slab calitativ; varful de contact nu este ascutit ci rotund ca o bila, neavand precizie. a trebuit sa platesc si transport separat pentru husa (pe langa ipadul ce l-am achizitionat), deoarece husa e vanduta de un tert, pe emag. per ansamblu, nu as recomanda aceasta husa si pen.";1
3549;am mai testat si alte incarcatoare (normale, nu rapide) si nu vad nicio diferenta. ma asteptam sa fie mai rapid. nu e.;0
3550;nu vad nici o diferenta intre mi band 3 simplu si mi band 3 hr aceleasi functii acelasi afisaj deci nimic diferit, si din punctul meu de vedere a fost conceputa sa fie compatibila doar cu telefoanele din gama lor si anume xiaomi, deci dezamagit complet, pierde conectivitatea chiar si cu telefonul in buzunar nu mai vorbesc de 10 metri! ma gandesc sa o returnez o am de trei zile;0
3551;atentie folia este extrem de inchisa la culoare, in sensul ca cu luminozitatea telefonului la maxim ai impresia ca este la minim si in soare poti avea dificultati de a vedea ecranul.    in ce a ce priveste privacy este foarte ok nu se vede din laterale asa cum este spus in descriere.    o alta chestie buna este faptul ca nu apar mai deloc urme de degete pe ecran deci si aici chiar ok     folia se aplica usor pe telefon.    recomand persoanelor care chiar au nevoie de privacy glass si care nu au probleme de vedere, pentru ceilalti nu merita mai mult osa va enerveze.;1
3552;scria cineva aici ca aceste cati au bass exceptional. aceste casti sunt de o calitate mai slaba decat orice alte casti chinezesti de pe piata. am cumparat pana acum de la emag produse apple, dar asta e cel mai prost pe care l-am achizitionat.   pro: are bara de reglare volum, sunt usoare si confortabile  contra: - nu poti asculta muzica pe ele- nu se aud tare  -constructie proasta, plastic ieftin, daca le-ai scapat pe jos le-ai spart  -fire subtiri  -lipsa totala bass  recomand sa cumparati casti sony, mult mai bune si la un pret cu cel putin 50% mai mic. valoarea reala acestor casti apple ar fi de 20 de lei la ce ofera.;1
3553;am achizitionat acest model de baieti si de fetite, il avem de aproape 1 an si s au stricat. nu au fost lovite sunt ft bn ingrijite. nu mai merg dau error, inca n au iesit din garantie.. plus ca s a rupt curelusa e din cauciuc, nu recomand acest tip de smartwatch.;1
3554;este un produs placut la vedere, insa performanta lasa de dorit. am un iphone 8, l-am pus la incarcat cu 38% baterie la ora 12, este ora 17:49 si este de abia la 83%. din punctul meu de vedere nu merita achizitionat, mai bine achizitionati un cablu fast charge.;0
3555;acest produs functioneaza numai cu 12 v dc voltaj. dar nimeni nu au scris acest informatie care cel important. nu stiu despre produse cum functineaza si calitate fiindca nu am putut incercat.  asta cel mai iresponsabilitate lui care vande acest produs.  ar trebuie se scrie pe pagina cu cat voltaj trebuie. deci gunoi pt. mine. nu pot folosi.;0
3556;este un produs de slaba calitate, se aude incet si sunt telefoane cu care nu este compatibila...... pretul a fost decisiv in achizitionarea acesteia.;0
3557;sunt casti slabe, cu pret putin cam supra apreciat. are bass, dar restul tonurilor sunt puternic distorsionate. nu prea are tonuri fine si inalte. se aud ca din butoi. calitatea sunetului nu reflecta realitatea fonetica a materialului audio. am ascultat interviuri si conferinte si vocea era fie mult mai slaba decat la casti normale, fie mai groasa decat in realitate. la fel era si la melodii, unde nu se auzeau o serie de instrumente.     semnalul este mediocru. se intrerupe din cand in cand, chiar daca intre mine si dispozitiv nu este niciun zid si sunt vreo 3 metri distanta. nu se intampla des, dar se intampla. nu apare problema asta atunci cand folosesc castile normale sau difuzoarele.     nu sunt ergonomice. m-au durut urechile dupa primele 30 de minute.     in fine, bateria este super buna. nu stiu daca am ascultat 8h, dar am crezut ca nu se mai termina. aici se duc toate stelele mele. este perfect, mai ales tinand cont de optiunile pietii.;1
3558;"aplicare usoara, insa nu ""se muleaza"" perfect. pe spate au ramas goluri, nu este perfect pe masura; golurile au cam 2-3mm, nu pare mult, dar se observa). pe fata si laterale, la fel.";1
3559;nu prinde nici un post de radio.;0
3560;100mb pe secunda minciuna am la 7 gb de video full hd pe un asus rog(deci nu e o jucarie:))) ) cam 25mb/sec;0
3561;baterie foarte proasta! a tinut doar 3 luni. acum 3 zile am aruncato la gunoi. tinea pina in 20% si imi facea restart permanent la telefon. pina se epuiza complet. sa umflat pe mijloc... deci, optam pentru baterii originale sau schimbam telefonul integral!;0
3562;am luat doua perechi de casti. ambele s au stricat la fel de repede. intai se duce microfonul si telecomanda si dupa una din casti. am avut mare grija de ele, dar cu toate astea s au stricat imediat.;0
3563;de ce doar 2 stele?  pai, bratara e super faina functiile sunt destul de bine facute din punt de vedere software si hardware, dar mereu exista un dar, asa ca problema vine la constructia ei unde cei de la huawei sau jgarcit si ecranul de protectie a fost facut dintr-un plastic moale si foarte, dar foarte usor de zgariat desi este ip67, am utilizat-o 7 zile luand-o cu mine peste tot si s-a comportat bine cu exceptia zgarieturilor chiar si din simpla stergere cu micro fibra!  bratara din silicon e super ok, comoda si din material bun, incarcarea foarte facila si rapida, bateria tine undeva la 5 zile maxim, luminozitatea ecranului e mediocra in razele soarelui aproape ca nu diclesti nimic.  touch-screen-ul e ok cu un raspuns foarte rapid si poate fi folosit cu manusi chiar si de sudura:))   o recomand doar celor care merg la sala, pentru exterior e mult prea sensibila.  eu am ales sa o returnez pentru ca asa cum spuneam nu lucrez doar la birou ci si pe teren unde praful e la el acasa iar bratara este mult prea sensibila pentru asa ceva!   multumesc emag pentru livrarea rapida si amabilitate!;2
3564;e doar vorba ca tine bateria 4-5 ore daca asculti muzica. abia tine 2 ore, in schimb de auzit se aude bine si clar dar faptul ca nu tine incarcat mai mult de 2 ore e trist!!;0
3565;este destul de mare iar singurul accesoriu este un cablu usb de 30 de cm.;1
3566;dupa 4 zile modulul gsm nu mai functioneaza.  localizarea este in cea mai mare parte a timpului aproximativa deorece inclusiv cand se afla in masina ceasul nu se poate conecta la gps.  cat a functionat modulul gsm asigura o comunicare buna cu ceasul prin intermediul functiei de apelare.;0
3567;ceasul e ok dpdv estetic, cu toate ca ar mai putea fi dezvoltate niste display-uri. si aici intervine nemultumirea: din cauza soft-ului mi se pare inutil. dupa o saptamana de urmarit puls, somn... si cam atat, stai si te intrebi: ok, si acum ce fac cu datele astea astea? colac peste pupaza, nici nu sunt sigur de corectitudinea valorilor (poate din cauza modului in care sta pus pe incheietura), dar clar somnul meu linistit de asta noapte inregistrat cu ceasul pe noptiera nu e real. cand il fixez strans pe incheietura imi lasa urme.  cand suna poti doar respinge apelul. iti mai arata notificarile si cam atat.  o fi util cu functia de gps cand faci jogging sau altele. asta n-am incercat. dar cred ca as putea s-o fac (conducand masina:)) )  pro: misto estetic (cand ecranul e oprit), bateria tine (56% dupa 10 zile, cred)  contra: inutil, din punctul meu de vedere. chiar enervant ca tre' sa aprinzi ecranul cand vrei sa vezi ceva (merge si blocat tot timpul pe aprins, dar cred ca afecteaza bateria).   concluzie: la 999 lei luam un ceas clasic deosebit.;2
3568;dupa o vreme s-a demagnetizat. a tinut sase luni.;0
3569;plusuri:  bateria tine destul cat sa nu te irite faptul ca trebuie sa umbli cu incarcatorul dupa tie. sunetul e destul de puternic.   se conecteaza usor bt  felicitari pentru design!  minusuri:   are un bazait deranjant la volum mic.  controllerul e complicat. folosesti +- si pentru volum si next track. de multe ori nu iese comanda dorita din prima.  volumul alarmei de trezire nu poate fi ajustat si poate trezi cateva apartamente.;2
3570;slabut. se deconecteaza tot timpul de la bt cu telefonul in mana.in rest ii ok;0
3571;suportul nu poate fi folosit cu o tableta de 8 inch. detin un galaxy tab s2 de 8 inch si nu am putut sa o fixez in parbriz. ventuza foarte buna, insa bila de metal din care poti orienta suporttul tabletei in toate directiile este prinsa in doua jumatati de cilindru de plastic. astfel ca oricat ai strange, tableta nu va sta fix in acea pozitie datorita vibratiilor. merita 2 stele deoarece restul suportului este de buna calitate.;1
3572;casca stanga se aude mai tare decat dreapta.  din pacate am aruncat cutia deci nu pot returna.  dezamagit.;0
3573;la o camera auto video.. imi cere sa l formatez... cu un alt card s... a mers ok... cei de la emag ok m au ajutat!;0
3574;am comandat de curand 2 curele, culori diferite. ambele au un defect la prindere, la una defectul este pronuntat si nu o pot folosi... la cealalta e acceptabil! atentie, clemele de prindere sunt din plastic, unul foarte moale din pacate, plasticul acela la mine a venit zgariat si nu intra in ceas... pacat pentru ca arata chiar bine!;1
3575;minusuri:  - dupa numai 1 ora de folosit am observat doua dungi f subtiri verticale cam de 5 cm pe display(nu sunt deranjante).  - calitatea cam foarte slaba a ecranului/imaginii(inca nu i-am dat folia jos).   - unele jocuri se misca putin greoi.  plusuri:  - bateria tine foarte bine.  - 3g-ul testat cu cartela rds de internet a mers ok.  - capac spate din aluminiu.  concluzii:  - dupa o zi de utilizare m-a dezamagit putin, dc. mai face si alte probleme o voi returna.  - allview si serioux au tablete pe masura pretului.  - greu de gasit ceva bunicel sub 700 ron. deja peste aceasta suma pentru mine tableta devine un moft fiindca se aproprie de pretul unui laptop entry level.;0
3576;are doar o singura tema ceea ce este nasol. in poze arata ca tastatura este una de smartphone dar este o tastatura de telefon cu butoane. deci sunt dezamagit de acest smartwatch. nu il recomand;0
3577;mai mult de 5 ore cu wi-fi si un joc deschis, cel mai mult ma tinut 14 ore doar netul deschis si cateva aplicati (fb, messengeer, etc) cam dezamagit;0
3578;isi face treaba daca telefonul nu este utilizat ca gps in timpul incarcarii.     nu sta fixat cum trebuie in priza iar daca drumul este accidentat sau daca este miscat cablul de alimentare se decupleaza destul de usor.;0
3579;o folie destul de nasoala, nu ma asteptam sa fie asa la acest pret. nu elimina bulele de sub ea, ramane orice. cat despre expediere, nota 10, dar de folie, doar 2 stele.;0
3580;baterie slaba, daca e pus pe update every minute (uneori nu poti sa schimbi) nu tine pana la ora 16 cand e gata scoala. de multe ori obtiunile sunt blocate, nu poti folosi softul.;0
3581;nu functioneaza cum trebuie in slotul de card al masinii(am un card de la sony care merge impecabil);0
3582;e super ok. fidelitate excelenta. recomand.;0
3583;slab, nici la banii acestia nu merita!;0
3584;un produs care se vinde mult prea scump si nu m-a tinut nici macar un an. desi am citit o gramada de review-uri ca i se desface bratara am zis ca mie nu. ei totusi, se pare ca e valabila treaba si dupa vreo 8 luni de purtare au inceput sa se dezlipeasca caucicurile la margine. nu sunt absolut deloc utilizator in conditii extreme. in rest mi-a placut, de cele mai multe ori masura totul destul de corect. plus ca e usor de purtat si nu te prea bruieaza, se descurca singur cu majoritatea activitatilor. softul deasemenea e bine lucrat si frumos. rareori am avut miste nici nereguli cu notificarile. in conditiile astea m-am frustrat si mai tare ca nu au fost capabili sa faca cauciucul ala se reziste desi se stie de problema asta de ani de zile. un plus mare pentru emag care s-a ocupat exemplar de garantie si a returnat banii fara probleme.;2
3585;putin dai, putin face! se prinde bine pe parbriz dar partea care tine telefonul este foarte slaba, trebuie sa-i pui ceva dedesubt, altfel nu poate sustine telefonul in pozitia dorita.;1
3586;"a durat o dimineata pana au inceput sa para problemele.. primul a cazut microfonul, am incercat sa dau volumul mai mic prin mesaj si nu a mai mers microfonul (se auzea foarte foarte slab); apoi am incercat sa il aduc la setarile din fabrica si nu mai am mai putut accesa contul, nu am mai putut inregistra telefoanele si nici macar seta alt cont. cartela era deja activata.    cat a tinut avea o locatie buna fata de techone wg-02 care-mi da o deviatie de 500 m... m-au dezamagit amandoua, dar poate n-am avut noroc.";0
3587;am cumparat aceasta camera azi, 19.11.2018, si este oribila.  am un iphone 8 plus, iar conexiunea dintre camera si telefon este groaznica.  conectezi camera la telefon prin intermediul wi-fi-ului, iar aceasta conexiune nu este deloc stabila.  il conectezi, iar dupa un minut, camera se deconecteaza de la telefon, singura.  aplicatia “gear 360” este, dupa parerea mea inca in beta deoarece ca sa intri in setari si meniuri, dureaza ceva, dar imaginea de la camera este perfecta pe telefon.  in concluzie, recomand aceasta camera, doar daca aveti un samsung.;0
3588;+:  - design minimalist, elegant  - autonomie baterie cf. specificatiilor de pe site  - masuratori puls / tensiune foarte apropiate de cele masurate cu un omron  -:  - app (h band) doar pt. android, interfata confuza, preluare imprecisa a datelor din dm68  - masurare pasi / distanta parcursa cu mare, mare aproximatie  - conectare aleatorie si instabila cu multe marci de smartphone (nu reusesc, de ex., sa conectez dm68 la moto g5s,)  - de evitat purtarea continua pe mana, mi-a produs dermatita de contact (deh, bratara silicon)  - raport functionalitate / pret descurajant (sotiei i-am cumparat tot de la emag o y11 care fnctioneaza impecabil, la mai putin de umatate din pretul lui dm68);2
3589;ca performanta castile nu sunt retele chiar ft tare optiunea aia cu magnetul dar imi trebuie foarte mult ca sa imi stea in urechi cum trebuieed asta am decis sa le returnez atentie pt returnare trebuie sa completati formularul de returnare care se gaseste pe sietul emag!!;0
3590;poate este din cauza mea, poate nu inteleg eu cum sa il folosesc, dar trebuie sa specific ca e bun dar nici chiar cum este descris. iar bateria se descarca extraordinar de repede trebuie incarcat de vreo 3 ori pe zi adica sa fim seriosi... si nici nu l-am folosit prea mult;0
3591;pentru rezolvarea problemei am desfacut adaptorul:  e format din 2 placute: una cu mufa microusb una cu mufa lightning. intre ele sunt 4 fire.  am folosit hotglue sa lipesc si sa imobilizez placuta cu mufa microusb si am inchis inapoi adaptorul.  acum totul e ok.  pro:: chip-ul folosit in interior e compatibil cu ios 7. 1. 1, nu am primit avertizare ca folosesc un adaptor neautorizat.  contra:: - dupa 3 folosiri mufa microusb a inceput sa se miste si mi-a fost frica sa mai folosesc adaptorul.  - este mai mare decat adaptorul original apple;1
3592;slabe. rezolutia pozelor scade. poze ca pe vremea lui ceasca. sincer imi pare rau pentru aceasta achizitie.;0
3593;nu sunt.... extraordinare.  se descarca foarte repede... la convorbiri.  acuratete buna la ascultat muzica.;0
3594;s-a stricat in mai putin de 1 luna la utilizare ocazionala, din senin. incarcam simultan 2 telefoane. nu am smuls de el, nu am tras. efectiv nu mai incarca.;0
3595;contra:   localizarea ceasului nu are nicio legatura cu realitatea. bateria nu tine mai mult de o zi. capacul de plastic din spatele ceasului, care acopera sim-ul, a crapat la prima folosire (sau poate asa a fost)  pro:  copilul poate lua legatura telefonic oricand cu parintele sau invers.;1
3596;calitate medie spre slaba. sus are perforatie doar pentru difuzor, adeziv are pe toata marginea, dar nu sta foarte bine pe suprafata telefonului. fiind folie transparenta, se vede adezivul unde face contact. feelingul e unul ieftin. per total: ieftin si prost.;1
3597;nu are vibratie:((. poate am luat stricat:((;0
3598;s-a stricat mult mai repede decat cel primit impreuna cu iphone-ul, iar eu l-am folosit in acelasi fel. a tinut doar 2 luni inainte sa se strice, in schimb cel de la iphone a tinut aproximativ 5 luni.;0
3599;a fost livrata mai tarziu de 48/h, iar la volum mare bazaie si nu se aude clar;0
3600;paraie si cateodata nu se aud, ba o casca, ba alta. nu pot sa zic ca sunt multumit de ele si le folosesc doar la masina ca handsfree.    minusuri. sunt putine, dar destul de importante.  - se aude fasait destul de des (probabil pentru ca sunt detasabile de pe fir)  - cateodata se aude doar o casca, se muta sunetul pe rand de la una la alta. e amuzant cand face asta, dar te poate si ameti un pic.    plusuri:  - mufa de intrare este in unghi de 90 de grade si nu se strica firul asa repede. asta e si motivul pentru care le-am achizitionat dupa alte 2 perechi care s-au rupt firele la mufa.  - in pachet au venit cu o cutiuta simpatica cu fermoar pentru ele.  - fiecare casca se poate scoate de pe fir, probabil ca sa se inverseze intre ele pentru alt avantaj nu vad.;0
3601;descriere incorecta. nu este pentru tablete de 9.7. are 30.5 cm. trebuie prinsa tableta cu holsuruburi, sa nu alerge prin husa.;0
3602;bratara e ok. pare buna pentru pretul ei, dar bateria tine extrem de putin.;2
3603;nu stau bine nici pe iphone 7, nici pe 7+ si nici pe samsung s7 edge. nu le recomand.;0
3604;un produs fara pretentii. pretul corect este de max. 40 lei  amperajul masurat pe ambele iesiri este acelasi: aprox 1a.  se descarca f repede... dupa 2 incarcari galaxy s6    livrarea emag a lasat mult de dorit.;0
3605;performante slabe pentru specificatiile hardware ale acestei tablete.;0
3606;desi bratul metalic este foarte solid, sistemul de prindere al tabletei nu este satisfacator fiind din plastic moale. practic nu poate tine un ipad4, tableta aluneca, deci e total inutil.   poate pentru tablete mai usoare e bun.  nu stiu daca e vorba de un defect de fabricatie al produsului primit. dau retur.;1
3607;este acelasi produs care se poate achizitiona din china, cutie nesigilata, nu are instructiuni in limba romana, carticica cu instructiuni in limba engleza cu care vine este minuscula. contine cablu incarcare usb. ecranul in sine al ceasului este foarte mic.  partea din spate este metalica si este prinsa cu suruburi deci nici vorba sa fie rezistent la stropi de apa.;1
3608;pica telefonu de pe el intr-o veselie... am avut un model asemanator din china cu 4$si tinea de doua ori mai bine ca asta... am mai dat si 40lei pe el  sta cat de cat doar daca nu folosesti husa... dar e subtire husa mea... si tot nu sta deloc!!;1
3609;este foarte buna sunet clar! doar ca are probleme la conectarea cu bluetooth, il gaseste greu sau face nazuri km a conectare trebuie sa caut de multi ori bluetooth_ul. in rest e ok;0
3610;am asteptat mult, 13 zile sa ajunga cardul prin curierat dpd, cat despre card numai de bine, are viteza mai mare decat este specificat atat la scriere cat si la citire.;0
3611;in descriere ceasul este decodat si merge in toate retelele din romania! o minciuna! nu merge in digi. plus ca ceasul are un piciorus rupt de la capacul de la baterie si nu sta prins ok;1
3612;husa imbraca doar partial tableta iar colturile si spatele sunt libere. din pacate, in caz de lovire accidentala tableta este extrem de expusa.;1
3613;nu functioneaza fast charging-ul pe huawei p10.;0
3614;destul de firava prinderea suportului;1
3615;produsul functioneaza foarte bine, insa materialul din care este fabricat este de proasta calitate nu cred ca rezista foarte mult.;1
3616;nu functioneaza la viteza afisata;0
3617;bruiaza sunetul la volum ridicat  se aude destul de incet;0
3618;nu indeplineste aproape nimic din ce e in descriere;0
3619;"bass-ul e prea pronuntat si nici macar nu e bass curat.  mediile sunt infundate.  inaltele se zbat sa se faca auzite.    cred ca doar muzica instrumentala poate fi ascultata fara sa-ti vina sa le returnezi.    comentariile de genul ""bassul e atat de tare incat simt un gol in stomac"" sau ""se aude tare si clar"" sunt probabil de la oameni care asculta muzica in casti pentru prima data.    arata bine intradevar, firul plat previne incalcirea, mufa e aurita.    am avut inainte sennheiser cx 3.0 si probabil sunt prea pretentios.";2
3620;afisajul este aproape inlizibil de mic altfel produsul e ok;0
3621;din pacate am sa acord doar doua stele acestui produs deoarece nu inregistreaza corect valorile, si aici ma refer la pasi. inregistreaza orice miscare a mainii ca pas, prin urmare poti sta toata ziua pe canapea si sa gesticulezi cu mainile si te trezesti cu minim 1000 de pasi intr. o ora, lucru care ma face sa ma intreb si daca celelalte functii sunt relatate corect.   am plecat de la mi band 2, incantata de faptul ca fitbitul are in plus acele functii pt activitate sportiva, insa ma declar dezamagita de acest produs. si mai punem la socoteala si pretul exagerat de mare pe care il ofera fitbitul, in raport cu calitatea. o bratara de jucarie.;0
3622;bateria tine si 2 saptamani, in functie de cat de mult o folosesc. nu are priza prea buna pe ureche. aproape la fiecare convorbire se restarteaza. este mult sub m70, pe care l-am pierdut si din pacate am decis sa incerc altceva.  livrarea prompta, ca de obicei.;0
3623;pe distante scurte, eroarea este mare la numarul de pasi.   tensiunea arteriala nu are eroare mare comparativ cu un tensiometru.   cam mare cadranul, incomod de dormit cu el la mana pentru a monitoriza somnul.;1
3624;nu este chiar un smart(watch), ci doar un ceas cu telefon incorporat.   se inchide mult prea repede de la butonul on/off, astfel ca poti sa-l inchizi fara sa-ti dai seama.  ora nu poate fi setata, ci este preluata de la operatorul gsm. din pacate, mie imi arata mereu cu o ora inainte.  nu are posibilitatea sa setezi volumul soneriei si nici sa-l pui pe mute.  receptorul nu ofera un sunet clar, de multe ori e nevoi sa repeti si sa vorbesti mai incet ca sa se inteleaga. apare si efectul de microfonie, dar cred ca asta se intampla la orice ceas cu telefon la care vorbesti fara casca.   bateria tine 1 zi, daca nu vorbesti mult.  localizarea este o gluma, lbs mode nu este doar mai putin precis decat localizarea prin gps, ci deloc precis. nici vorba sa poti localiza cu adevarat pe cineva. iti arata locatia antenei gsm la care se conecteaza, care poate sa fie la 3-400 m in orice directie.  cu un telefon de 300 ron si cu o aplicatie dedicata, descarcata gratuit din appstore, primesti mult mai mult. sau, daca e sa fie ceas, atunci mai bine sa fie un smartwatch cu adevarat.  singurul punct forte e faptul ca se potriveste bine pe mana unui copil.;0
3625;"in descriere nu este specificat ca, intre casca stanga si cea din dreapta este un cablu de legatura;   la o distanta din buzunar la urechi exista intreruperi repetate a semnalului;   senzatia incomoda la purtat... ma dureau urechile dupa aprox 30min  sunet acceptabil  volum slabut  in concluzie: pretul de 80 de lei este ok pentru ce ofera";0
3626;a mers ok o perioada insa intr-o zi a decis sa nu mai raspunda la comenzi (nu am putut s-o mai resetez, nu mai raspundea nici la comenzile de pe panoul principal). aplicatia care se instaleaza pe telefon este destul de limitata, nu poate fi folosita impreuna cu ifttt, de multe ori nu se putea conecta etc.  din punctul meu de vedere nu prea isi merita banii.;0
3627;am luat-o resigilata. multumesc celui dinaintea mea, era impecabila, nici nu ziceai ca a fost folosita. a venit incarcata 91%. am bagat-o la incarcat folosind incarcatorul original al telefonului, de 2 a (sau 2.1) si mare mi-a fost mirarea sa observ ca a ajuns foarte repede la 100%, chiar in 5-10 minute. seara mi-am incarcat telefonul (redmi 4x, 4100 mah) cu ea. dezamagit total. cu cat scadea procentajul bateriei, cu atat se incarca telefonul. intr-un final a reusit sa-mi incarce complet telefonul de la 20%, bateria ramanand cu 44%. a doua incarcare sigur nu o mai ducea. mentionez ca am oprit toti consumatorii (gps, wifi, date), ba chiar am pus telefonul in mod economisire si nu m-am atins de el cat s-a incarcat (exceptie facand primele minute, cand am verificat incarcarea: 1.3-1.4 ah cu cablul ei scurt, 1.0-1.1 cu cablu a+ de 100 sau 120 cm - valori cu display-ul activ, cu el in standby in mod sigur sunt mai mari). am returnat-o si caut ceva mai potent. i-am luat nevestei mai demult o baterie hame, tot de 10.000 mah. cu aia ne incarcam amandoi telefoanele (4x-ul meu si p9 lite) si tot mai are o liniuta.;0
3628;dupa cateva utilizari s-a defectat;0
3629;-se pierde conexiunea destul de des, chiar si cu telefonul la o distanta de maxim un metru  -microfonul este destul de prost, se aude mai tare zgomotul de fundal decat vorbitorul  -castile estompeaza zgomotul din jur, este putin periculos daca nu esti foarte atent la ce se intampla pe langa tine;0
3630;se aud foarte bine si clar si arata foarte bine finisate etc  nu am indoit cablul sal tin mereu indoit sau sa trag de ele etcc...  dar dupa o luna de folosire normala boxa din stanga cedeaza   si are cablul prea fragil.... firele subtiri in interiorul cablului....... cedeaza repede cablul si boxele in rest se aude bine;2
3631;suportul este oarecum el, destul de greu si masiv ceea ce face ca prinderea de grila de ventilatie in cazul multor masini impreuna cu telefonul sa devina aproape imposibila, intrucat in multe cazuri grila de ventilatie este destul de firava, facand ca telefonul sa se balangane in timpul deplasarii autuvehiculului, existand chiar riscul de a se desprinde de suport, consecintele in acest caz putand fi destul de neplacute.  asadar este un suport nesigur, in multe cazuri fiind imposibil de folosit.  raportat pret/calitate este ok!... material si finisaj nota 8  recomand totusi modelul care se poate lipii de bordul auto cu autoadeziv sau alte modele mai sigure.;2
3632;pro, contra si propria concluzie:  pro  + numara etajele, pasii si pulsul suficient de precis( pulsul cu eroare de maxim 5 b. p. m.)  +afisajul de foarte buna calitate  +sincronizarea notificarilor cu telefon samsung foarte bine realizata.  +fiind produs samsung intrat pe canal oficial beneficiaza de garantie exemplara.  contra:  -daca se seteaza masurarea pulsului continua acumulatorul nu tine mai mult de 55 de ore, asta in conditiile in care luminozitatea ecranului este setata la 5 din 11, fara wi-fi, fara gps..  -dupa cateva ore pierde conexiunea bt.    concluzia mea:  autonomia redusa ma face sa nu o recomand, poate doar daca ar costa in jur de 500 de lei.  -;0
3633;la acest pret am crezut si as fi preferat sa acopere husa si partea din spate al ipad-ului. m-am grabit si nici reprezentantul emag nu m-a informat, a cautat in retea, mi-a confirmat ca exista in stoc si m-a indrumat catre casierie.   nu recomand. dezamagitor;0
3634;"am achizitionat acest ceas si constat ca unele specificatii nu corespund cu descrierea.  nici ca aspect cu corespunde cu pozele, dar sa zicem ca aspectul nu ar conta asa mult.    nu are (sau nu am reusit eu sa gasesc?):  - functionalitatea ""microfon spion pentru monitorizare. fara sa stie copilul poate fi ascultat.""  - camera foto face poze foarte slabe, nu cred ca are nici macar 1 mpx  - nu are ceas analogic  - detecrarea scoaterii ceasului de pe mana functioneaza cand-cum, adica nu ma apeleaza tot timpul. am observat ca setarea ""guardian"" din aplicatie se pierde.  - ma asteptam sa salveze cateva poze in memorie; dar nu tine decat o poza; pozele trebuie uploadate in setracker daca vreau sa nu se piarda.    important e si faptul ca dupa ce l-am configurat si am facut setarile in setracker, au disparut toate iconitele de pe al 2lea ecran (camera, joc, etc). pot sa vad doar iconitele de pe primul ecran, pt apel, contacte, mesaje.    localizarea gps inca nu am verificat.  nici rezistenta la apa nu am verificat-o, dar am indoieli in privinta asta.      pro:  - am reusit sa il setez usor   - apelurile sunt ok  - lanterna  - pozitionarea camerei, frontal si nu lateral    atasez niste poze pt a se vedea realitatea comparativ cu descrierea, si ecranul care nu mai afiseaza iconitele.";0
3635;cati bani dai, atata face.... poate mai putin.  telefonul il vede ca ne-certificat, incarca f incet si dupa multe incercari (conector scos-impins etc etc).;0
3636;confirm ca incarca greu. incarca de 3 ori mai greu cu el (cca 5h in loc de 1,5h cu un alt cablu);0
3637;folie simpla taiata pe cuter intr-un ambalaj frumos. nu recomand!;1
3638;este o diferenta foarte mica intr-e cea noua si cea veche;0
3639;nu prea se merita la banii astia e slaba la volum, dabea de la vol 30 auzi ce canta langa ea si un radio se aude mai tare de 10 ori, scrie ca are 65 w dar mai mult de 20 nu i dau.    pro se aude clar si cam atat;0
